,id,FRAUDE,VALOR,HORA_AUX,Dist_max_COL,Dist_max_INTER,Canal1,FECHA_FRAUDE,COD_PAIS,CANAL,FECHA,DIASEM,DIAMES,FECHA_VIN,OFICINA_VIN,SEXO,SEGMENTO,EDAD,INGRESOS,EGRESOS,NROPAISES,Dist_Sum_INTER,Dist_Mean_INTER,Dist_Max_INTER,NROCIUDADES,Dist_Sum_NAL,Dist_Mean_NAL,Dist_HOY,Dist_sum_NAL,Dist_mean_NAL,Dist_sum_INTER,Dist_mean_INTER
78,9843978632,0,675749.03,160,9.53,1.0,300,20150501,US,300,20150501,50,10,2004,97,F,200,300,3000000,1000000,1,,,,3,37.74,9.43,4552.41,37.74,9.43,1.0,1.0
79,9851697679,0,66040.5,220,711.63,1.0,300,20150503,US,200,20150503,0,30,1993,661,F,200,520,7200000,0,1,,,,5,3597.31,449.66,4552.41,3597.31,449.66,1.0,1.0
80,9863329763,0,37539.57,190,733.11,1.0,300,20150519,US,200,20150519,20,190,1991,20,F,200,490,3500000,1000000,1,,,,5,2608.12,31.05,4552.41,2608.12,31.05,1.0,1.0
81,9864541356,0,276054.62,230,698.52,1.0,300,20150519,US,200,20150519,20,190,1983,375,F,100,570,9561344,4000000,1,,,,10,4704.06,123.79,4552.41,4704.06,123.79,1.0,1.0
82,9866972106,0,43295.05,130,1.0,4552.41,300,20150502,US,300,20150502,60,20,1994,722,F,200,390,3500000,150000,2,9104.82,4552.41,4552.41,1,,,4552.41,1.0,1.0,9104.82,4552.41
83,9866999422,0,120260.05,130,160.57,4552.41,300,20150527,US,300,20150527,30,270,1997,808,F,200,380,3825000,0,2,18209.64,4552.41,4552.41,3,965.22,31.14,4552.41,965.22,31.14,18209.64,4552.41
84,9894487961,0,51360.04,220,314.71,3854.54,300,20150528,US,300,20150528,40,280,2001,605,M,200,380,6812000,4600000,2,7709.08,3854.54,3854.54,9,5689.32,109.41,4552.41,5689.32,109.41,7709.08,3854.54
85,9898661548,1,695037.76,0,461.26,4552.41,300,20150506,US,200,20150506,30,60,1997,366,M,100,380,10000000,4000000,2,27314.46,4552.41,4552.41,6,797.9,61.38,4552.41,797.9,61.38,27314.46,4552.41
86,9932434046,0,28341.07,220,243.62,4552.41,300,20150502,US,200,20150502,60,20,1978,360,F,200,660,9000000,6000000,2,4552.41,4552.41,4552.41,2,2679.85,243.62,4552.41,2679.85,243.62,4552.41,4552.41
87,9932759962,0,0.0,200,1.0,4552.41,100,20150504,US,100,20150504,10,40,2014,80,F,200,460,1200000,0,2,4552.41,4552.41,4552.41,1,,,4552.41,1.0,1.0,4552.41,4552.41
88,9937924747,0,280097.01,90,614.04,4552.41,300,20150521,US,300,20150521,40,210,1989,210,F,100,530,49600000,5000000,2,18209.64,4552.41,4552.41,3,14434.25,577.37,4552.41,14434.25,577.37,18209.64,4552.41
89,9941571076,0,248999.78,160,1.0,971.23,300,20150513,US,200,20150513,30,130,1980,43,F,200,620,3000000,2000000,2,971.23,971.23,971.23,1,,,4552.41,1.0,1.0,971.23,971.23
90,9943529234,0,172281.18,220,177.03,1.0,300,20150506,US,200,20150506,30,60,1989,268,F,300,470,5500000,2200000,1,,,,3,401.23,100.31,4552.41,401.23,100.31,1.0,1.0
91,9943542589,0,211056.07,110,659.13,1.0,300,20150501,US,300,20150501,50,10,1994,498,F,100,460,19405161,4000000,1,,,,3,1715.37,85.77,4552.41,1715.37,85.77,1.0,1.0
92,9950903240,0,856377.08,70,1.0,1.0,300,20150522,US,300,20150522,50,220,2001,91,F,400,410,39000000,35000000,1,,,,1,,,4552.41,1.0,1.0,1.0,1.0
93,9952646500,0,108466.09,200,243.62,7857.49,300,20150519,US,300,20150519,20,190,2012,498,F,100,410,1800000,500000,2,15714.99,7857.49,7857.49,4,1149.99,143.75,4552.41,1149.99,143.75,15714.99,7857.49
94,9967006916,0,344348.83,20,304.29,3854.54,300,20150503,US,200,20150503,0,30,2001,813,F,200,380,5000000,2000000,2,7709.08,3854.54,3854.54,2,608.58,304.29,4552.41,608.58,304.29,7709.08,3854.54
95,9970518152,0,531534.03,130,340.09,1.0,300,20150501,US,300,20150501,50,10,1989,929,M,100,510,19327667,3000000,1,,,,4,844.35,56.29,4552.41,844.35,56.29,1.0,1.0
96,9971748725,0,52035.08,110,28.59,4552.41,300,20150503,AW,300,20150503,0,30,1995,527,M,100,400,35500000,2000000,2,9104.82,4552.41,4552.41,3,151.52,25.25,971.23,151.52,25.25,9104.82,4552.41
97,9979565282,0,18309.04,230,61.45,1.0,300,20150515,US,300,20150515,50,150,2015,178,M,200,430,3100000,2000000,1,,,,2,122.9,61.45,4552.41,122.9,61.45,1.0,1.0
98,9979718478,1,496906.75,200,733.11,1.0,100,20150516,US,100,20150516,60,160,2009,156,M,200,400,24000000,10500000,1,,,,3,1812.93,453.23,4552.41,1812.93,453.23,1.0,1.0
99,9998668320,0,192825.5,200,337.29,904.81,300,20150515,US,200,20150515,50,150,1999,600,M,100,360,47736000,3000000,2,1809.62,904.81,904.81,9,5218.81,113.45,4552.41,5218.81,113.45,1809.62,904.81
